District Totals,,"63,061","64,229"
,Percent,49.5%,50.5%
,,,
State Assembly 35,,,
,Kern,"33,800","29,247"
District Totals,,"33,800","29,247"
,Percent,53.6%,46.4%
,,,
State Assembly 36,,,
,Imperial,"16,562","12,699"
,Riverside,"34,713","28,108"
,San Bernardino,739,630
District Totals,,"52,014","41,437"
,Percent,55.7%,44.3%
,,,
State Assembly 37,,,
,San Luis Obispo,"6,531","5,121"
,Santa Barbara,"85,186","43,714"
District Totals,,"91,717","48,835"
,Percent,65.3%,34.7%
,,,
State Assembly 38,,,
,Ventura,"83,159","46,791"
District Totals,,"83,159","46,791"
,Percent,64.0%,36.0%
,,,
State Assembly 39,,,
,Los Angeles,"21,714","16,734"
,San Bernardino,"14,990","12,997"
District Totals,,"36,704","29,731"
,Percent,55.2%,44.8%
,,,
State Assembly 40,,,
,Los Angeles,"96,578","65,195"
District Totals,,"96,578","65,195"
,Percent,59.7%,40.3%
,,,
State Assembly 41,,,
,Los Angeles,"90,084","41,551"
,San Bernardino,"22,522","21,131"
District Totals,,"112,606","62,682"
,Percent,64.2%,35.8%
,,,
State Assembly 42,,,
,Los Angeles,"52,579","19,370"
,Ventura,"85,283","59,292"
District Totals,,"137,862","78,662"
,Percent,63.7%,36.3%
,,,
State Assembly 43,,,
,Los Angeles,"49,977","27,229"
District Totals,,"49,977","27,229"
,Percent,64.7%,35.3%
,,,
State Assembly 44,,,
,Los Angeles,"113,465","50,041"
District Totals,,"113,465","50,041"
,Percent,69.4%,30.6%
,,,
State Assembly 45,,,
,San Bernardino,"44,314","30,827"
District Totals,,"44,314","30,827"
,Percent,59.0%,41.0%
,,,
State Assembly 46,,,
,Los Angeles,"81,451","41,089"
,Ventura,570,274
District Totals,,"82,021","41,363"
,Percent,66.5%,33.5%
,,,
State Assembly 47,,,
,Riverside,"77,711","51,735"
,San Bernardino,"20,229","18,237"
District Totals,,"97,940","69,972"
,Percent,58.3%,41.7%
,,,
State Assembly 48,,,
,Los Angeles,"61,119","39,699"
District Totals,,"61,119","39,699"
,Percent,60.6%,39.4%
,,,
State Assembly 49,,,
,Los Angeles,"67,122","31,840"
District Totals,,"67,122","31,840"
,Percent,67.8%,32.2%
,,,
State Assembly 50,,,
,San Bernardino,"53,361","37,817"
District Totals,,"53,361","37,817"
,Percent,58.5%,41.5%
,,,
State Assembly 51,,,
,Los Angeles,"123,435","42,207"
District Totals,,"123,435","42,207"
,Percent,74.5%,25.5%
,,,
State Assembly 52,,,
,Los Angeles,"93,511","32,445"
District Totals,,"93,511","32,445"
,Percent,74.2%,25.8%
,,,
State Assembly 53,,,
,Los Angeles,"13,612","8,396"
,San Bernardino,"34,220","26,612"
District Totals,,"47,832","35,008"
,Percent,57.7%,42.3%
,,,
State Assembly 54,,,
,Los Angeles,"48,622","22,468"
District Totals,,"48,622","22,468"
,Percent,68.4%,31.6%
,,,
State Assembly 55,,,
,Los Angeles,"108,428","36,214"
District Totals,,"108,428","36,214"
,Percent,75.0%,25.0%
,,,
State Assembly 56,,,
,Los Angeles,"66,845","40,106"
District Totals,,"66,845","40,106"
,Percent,62.5%,37.5%
,,,
State Assembly 57,,,
,Los Angeles,"32,922","15,994"
District Totals,,"32,922","15,994"
,Percent,67.3%,32.7%
,,,
State Assembly 58,,,
,Riverside,"49,838","40,055"
,San Bernardino,"2,138","1,603"
District Totals,,"51,976","41,658"
,Percent,55.5%,44.5%
,,,
State Assembly 59,,,
,Orange,"81,393","65,553"
,San Bernardino,"14,581","10,867"
District Totals,,"95,974","76,420"
,Percent,55.7%,44.3%
,,,
State Assembly 60,,,
,Riverside,"40,774","31,374"
District Totals,,"40,774","31,374"
,Percent,56.5%,43.5%
,,,
State Assembly 61,,,
,Los Angeles,"76,501","32,432"
District Totals,,"76,501","32,432"
,Percent,70.2%,29.8%
,,,
State Assembly 62,,,
,Los Angeles,"45,220","27,241"
District Totals,,"45,220","27,241"
,Percent,62.4%,37.6%
,,,
State Assembly 63,,,
,Riverside,"73,464","67,287"
District Totals,,"73,464","67,287"
,Percent,52.2%,47.8%
,,,
State Assembly 64,,,
,Los Angeles,"50,126","32,469"
,Orange,"8,806","6,396"
District Totals,,"58,932","38,865"
,Percent,60.3%,39.7%
,,,
State Assembly 65,,,
,Los Angeles,"48,708","26,767"
District Totals,,"48,708","26,767"
,Percent,64.5%,35.5%
,,,
State Assembly 66,,,
,Los Angeles,"109,007","58,008"
District Totals,,"109,007","58,008"
,Percent,65.3%,34.7%
,,,
State Assembly 67,,,
,Los Angeles,"13,906","7,713"
,Orange,"51,797","36,170"
District Totals,,"65,703","43,883"
,Percent,60.0%,40.0%
,,,
State Assembly 68,,,
,Orange,"47,682","31,925"
District Totals,,"47,682","31,925"
,Percent,59.9%,40.1%
,,,
State Assembly 69,,,
,Los Angeles,"76,951","42,367"
District Totals,,"76,951","42,367"
,Percent,64.5%,35.5%
,,,
State Assembly 70,,,
,Orange,"67,366","51,770"
District Totals,,"67,366","51,770"
,Percent,56.5%,43.5%
,,,
State Assembly 71,,,
,Orange,"47,853","35,730"
,Riverside,"45,288","43,275"
District Totals,,"93,141","79,005"
,Percent,54.1%,45.9%
,,,
State Assembly 72,,,
,Orange,"117,845","89,678"
District Totals,,"117,845","89,678"
,Percent,56.8%,43.2%
,,,
State Assembly 73,,,
,Orange,"85,906","49,732"
District Totals,,"85,906","49,732"
,Percent,63.3%,36.7%
,,,
State Assembly 74,,,
,Orange,"48,670","37,585"
,San Diego,"50,852","36,592"
District Totals,,"99,522","74,177"
,Percent,57.3%,42.7%
,,,
State Assembly 75,,,
,San Diego,"88,564","86,512"
District Totals,,"88,564","86,512"
,Percent,50.6%,49.4%
,,,
State Assembly 76,,,
,San Diego,"91,375","61,069"
District Totals,,"91,375","61,069"
,Percent,59.9%,40.1%
,,,
State Assembly 77,,,
,San Diego,"133,075","67,507"
District Totals,,"133,075","67,507"
,Percent,66.3%,33.7%
,,,
State Assembly 78,,,
,San Diego,"111,238","61,098"
District Totals,,"111,238","61,098"
,Percent,64.5%,35.5%
,,,
State Assembly 79,,,
,San Diego,"63,557","41,611"
District Totals,,"63,557","41,611"
,Percent,60.4%,39.6%
,,,
State Assembly 80,,,
,San Diego,"65,604","42,587"
District Totals,,"65,604","42,587"
,Percent,60.6%,39.4%
