District Totals,,"69,094","122,965"
,Percent,36.0%,64.0%
,,,
State Assembly 61,,,
,Riverside,"74,196","101,006"
District Totals,,"74,196","101,006"
,Percent,42.3%,57.7%
,,,
State Assembly 62,,,
,Los Angeles,"105,056","97,692"
District Totals,,"105,056","97,692"
,Percent,51.8%,48.2%
,,,
State Assembly 63,,,
,Los Angeles,"65,817","82,914"
District Totals,,"65,817","82,914"
,Percent,44.3%,55.7%
,,,
State Assembly 64,,,
,Los Angeles,"71,913","77,054"
District Totals,,"71,913","77,054"
,Percent,48.3%,51.7%
,,,
State Assembly 65,,,
,Orange,"79,258","112,349"
District Totals,,"79,258","112,349"
,Percent,41.4%,58.6%
,,,
State Assembly 66,,,
,Los Angeles,"99,447","138,270"
District Totals,,"99,447","138,270"
,Percent,41.8%,58.2%
,,,
State Assembly 67,,,
,Riverside,"79,751","162,899"
District Totals,,"79,751","162,899"
,Percent,32.9%,67.1%
,,,
State Assembly 68,,,
,Orange,"99,758","154,849"
District Totals,,"99,758","154,849"
,Percent,39.2%,60.8%
,,,
State Assembly 69,,,
,Orange,"62,245","73,451"
District Totals,,"62,245","73,451"
,Percent,45.9%,54.1%
,,,
State Assembly 70,,,
,Los Angeles,"95,270","107,940"
District Totals,,"95,270","107,940"
,Percent,46.9%,53.1%
,,,
State Assembly 71,,,
,Riverside,"5,707","13,367"
,San Diego,"67,238","140,512"
District Totals,,"72,945","153,879"
,Percent,32.2%,67.8%
,,,
State Assembly 72,,,
,Orange,"84,244","138,428"
District Totals,,"84,244","138,428"
,Percent,37.8%,62.2%
,,,
State Assembly 73,,,
,Orange,"96,871","177,273"
District Totals,,"96,871","177,273"
,Percent,35.3%,64.7%
,,,
State Assembly 74,,,
,Orange,"107,873","152,068"
District Totals,,"107,873","152,068"
,Percent,41.5%,58.5%
,,,
State Assembly 75,,,
,Riverside,"21,939","41,430"
,San Diego,"62,623","108,975"
District Totals,,"84,562","150,405"
,Percent,36.0%,64.0%
,,,
State Assembly 76,,,
,San Diego,"95,872","136,562"
District Totals,,"95,872","136,562"
,Percent,41.2%,58.8%
,,,
State Assembly 77,,,
,San Diego,"110,871","151,195"
District Totals,,"110,871","151,195"
,Percent,42.3%,57.7%
,,,
State Assembly 78,,,
,San Diego,"130,447","116,799"
District Totals,,"130,447","116,799"
,Percent,52.8%,47.2%
,,,
State Assembly 79,,,
,San Diego,"101,947","123,545"
District Totals,,"101,947","123,545"
,Percent,45.2%,54.8%
,,,
State Assembly 80,,,
,San Diego,"76,576","92,180"
District Totals,,"76,576","92,180"
,Percent,45.4%,54.6%
