State Assembly District 54,,,
,Los Angeles,"70,590","48,126"
District Totals,,"70,590","48,126"
,Percent,59.5%,40.5%
,,,
State Assembly District 55,,,
,Los Angeles,"48,585","32,969"
District Totals,,"48,585","32,969"
,Percent,59.6%,40.4%
,,,
State Assembly District 56,,,
,Los Angeles,"40,616","26,050"
,Orange,"8,995","5,825"
District Totals,,"49,611","31,875"
,Percent,60.9%,39.1%
,,,
State Assembly District 57,,,
,Los Angeles,"48,692","30,159"
District Totals,,"48,692","30,159"
,Percent,61.8%,38.2%
,,,
State Assembly District 58,,,
,Los Angeles,"53,924","34,735"
District Totals,,"53,924","34,735"
,Percent,60.8%,39.2%
,,,
State Assembly District 59,,,
,Los Angeles,"40,032","28,520"
,San Bernardino,"35,960","23,389"
District Totals,,"75,992","51,909"
,Percent,59.4%,40.6%
,,,
State Assembly District 60,,,
,Los Angeles,"27,445","17,826"
,Orange,"31,158","21,073"
,San Bernardino,"11,011","6,963"
District Totals,,"69,614","45,862"
,Percent,60.3%,39.7%
,,,
State Assembly District 61,,,
,Los Angeles,"12,840","8,574"
,San Bernardino,"26,870","17,660"
District Totals,,"39,710","26,234"
,Percent,60.2%,39.8%
,,,
State Assembly District 62,,,
,San Bernardino,"37,056","22,330"
District Totals,,"37,056","22,330"
,Percent,62.4%,37.6%
,,,
State Assembly District 63,,,
,Riverside,"1,370",829
,San Bernardino,"67,668","42,154"
District Totals,,"69,038","42,983"
,Percent,61.6%,38.4%
,,,
State Assembly District 64,,,
,Riverside,"74,166","43,518"
District Totals,,"74,166","43,518"
,Percent,63.0%,37.0%
,,,
State Assembly District 65,,,
,Riverside,"55,378","34,494"
,San Bernardino,"19,746","11,551"
District Totals,,"75,124","46,045"
,Percent,62.0%,38.0%
,,,
State Assembly District 66,,,
,Riverside,"52,605","31,544"
,San Diego,"14,201","12,546"
District Totals,,"66,806","44,090"
,Percent,60.2%,39.8%
,,,
State Assembly District 67,,,
,Orange,"74,082","48,149"
District Totals,,"74,082","48,149"
,Percent,60.6%,39.4%
,,,
State Assembly District 68,,,
,Orange,"52,581","34,638"
District Totals,,"52,581","34,638"
,Percent,60.3%,39.7%
,,,
State Assembly District 69,,,
,Orange,"27,277","17,895"
District Totals,,"27,277","17,895"
,Percent,60.4%,39.6%
,,,
State Assembly District 70,,,
,Orange,"82,869","55,737"
District Totals,,"82,869","55,737"
,Percent,59.8%,40.2%
,,,
State Assembly District 71,,,
,Orange,"52,194","34,093"
,Riverside,"25,493","14,994"
District Totals,,"77,687","49,087"
,Percent,61.3%,38.7%
,,,
State Assembly District 72,,,
,Orange,"57,972","41,503"
District Totals,,"57,972","41,503"
,Percent,58.3%,41.7%
,,,
State Assembly District 73,,,
,Orange,"47,370","30,225"
,San Diego,"25,529","15,684"
District Totals,,"72,899","45,909"
,Percent,61.4%,38.6%
,,,
State Assembly District 74,,,
,San Diego,"81,350","52,771"
District Totals,,"81,350","52,771"
,Percent,60.7%,39.3%
,,,
State Assembly District 75,,,
,San Diego,"86,049","55,605"
District Totals,,"86,049","55,605"
,Percent,60.7%,39.3%
,,,
State Assembly District 76,,,
,San Diego,"73,137","50,883"
District Totals,,"73,137","50,883"
,Percent,59.0%,41.0%
,,,
State Assembly District 77,,,
,San Diego,"68,434","54,092"
District Totals,,"68,434","54,092"
,Percent,55.9%,44.1%
,,,
State Assembly District 78,,,
,San Diego,"65,206","44,846"
District Totals,,"65,206","44,846"
,Percent,59.3%,40.7%
,,,
State Assembly District 79,,,
,San Diego,"39,902","27,481"
District Totals,,"39,902","27,481"
,Percent,59.2%,40.8%
,,,
State Assembly District 80,,,
,Imperial,"11,390","8,467"
,Riverside,"39,212","19,512"
District Totals,,"50,602","27,979"
,Percent,64.4%,35.6%
