District Totals,,"88,654","93,602"
,Percent,48.6%,51.4%
,,,
State Assembly District 45,,,
,Los Angeles,"102,061","68,732"
,Ventura,654,447
District Totals,,"102,715","69,179"
,Percent,59.8%,40.2%
,,,
State Assembly District 46,,,
,Los Angeles,"98,846","52,693"
District Totals,,"98,846","52,693"
,Percent,65.2%,34.8%
,,,
State Assembly District 47,,,
,San Bernardino,"51,866","68,228"
District Totals,,"51,866","68,228"
,Percent,43.2%,56.8%
,,,
State Assembly District 48,,,
,Los Angeles,"64,523","73,907"
District Totals,,"64,523","73,907"
,Percent,46.6%,53.4%
,,,
State Assembly District 49,,,
,Los Angeles,"62,004","56,843"
District Totals,,"62,004","56,843"
,Percent,52.2%,47.8%
,,,
State Assembly District 50,,,
,Los Angeles,"154,794","63,240"
District Totals,,"154,794","63,240"
,Percent,71.0%,29.0%
,,,
State Assembly District 51,,,
,Los Angeles,"92,173","42,302"
District Totals,,"92,173","42,302"
,Percent,68.5%,31.5%
,,,
State Assembly District 52,,,
,Los Angeles,"17,467","18,646"
,San Bernardino,"36,410","50,406"
District Totals,,"53,877","69,052"
,Percent,43.8%,56.2%
,,,
State Assembly District 53,,,
,Los Angeles,"62,113","31,874"
District Totals,,"62,113","31,874"
,Percent,66.1%,33.9%
,,,
State Assembly District 54,,,
,Los Angeles,"128,798","59,055"
District Totals,,"128,798","59,055"
,Percent,68.6%,31.4%
,,,
State Assembly District 55,,,
,Los Angeles,"24,844","27,066"
,Orange,"35,512","60,859"
,San Bernardino,"11,569","17,824"
District Totals,,"71,925","105,749"
,Percent,40.5%,59.5%
,,,
State Assembly District 56,,,
,Imperial,"23,106","22,556"
,Riverside,"37,373","34,123"
District Totals,,"60,479","56,679"
,Percent,51.6%,48.4%
,,,
State Assembly District 57,,,
,Los Angeles,"71,125","79,507"
District Totals,,"71,125","79,507"
,Percent,47.2%,52.8%
,,,
State Assembly District 58,,,
,Los Angeles,"69,645","72,063"
District Totals,,"69,645","72,063"
,Percent,49.1%,50.9%
,,,
State Assembly District 59,,,
,Los Angeles,"54,516","38,420"
District Totals,,"54,516","38,420"
,Percent,58.7%,41.3%
,,,
State Assembly District 60,,,
,Riverside,"53,247","87,645"
District Totals,,"53,247","87,645"
,Percent,37.8%,62.2%
,,,
State Assembly District 61,,,
,Riverside,"58,330","78,568"
District Totals,,"58,330","78,568"
,Percent,42.6%,57.4%
,,,
State Assembly District 62,,,
,Los Angeles,"101,188","63,978"
District Totals,,"101,188","63,978"
,Percent,61.3%,38.7%
,,,
State Assembly District 63,,,
,Los Angeles,"61,597","57,132"
District Totals,,"61,597","57,132"
,Percent,51.9%,48.1%
,,,
State Assembly District 64,,,
,Los Angeles,"62,460","58,033"
District Totals,,"62,460","58,033"
,Percent,51.8%,48.2%
,,,
State Assembly District 65,,,
,Orange,"64,891","85,821"
District Totals,,"64,891","85,821"
,Percent,43.1%,56.9%
,,,
State Assembly District 66,,,
,Los Angeles,"97,734","95,895"
District Totals,,"97,734","95,895"
,Percent,50.5%,49.5%
,,,
State Assembly District 67,,,
,Riverside,"58,914","111,822"
District Totals,,"58,914","111,822"
,Percent,34.5%,65.5%
,,,
State Assembly District 68,,,
,Orange,"81,578","116,982"
District Totals,,"81,578","116,982"
,Percent,41.1%,58.9%
,,,
State Assembly District 69,,,
,Orange,"51,118","53,641"
District Totals,,"51,118","53,641"
,Percent,48.8%,51.2%
,,,
State Assembly District 70,,,
,Los Angeles,"95,513","69,091"
District Totals,,"95,513","69,091"
,Percent,58.0%,42.0%
,,,
State Assembly District 71,,,
,Riverside,"5,719","10,290"
,San Diego,"66,776","105,458"
District Totals,,"72,495","115,748"
,Percent,38.5%,61.5%
,,,
State Assembly District 72,,,
,Orange,"73,644","101,106"
District Totals,,"73,644","101,106"
,Percent,42.1%,57.9%
,,,
State Assembly District 73,,,
,Orange,"92,203","130,476"
District Totals,,"92,203","130,476"
,Percent,41.4%,58.6%
,,,
State Assembly District 74,,,
,Orange,"101,055","112,534"
District Totals,,"101,055","112,534"
,Percent,47.3%,52.7%
,,,
State Assembly District 75,,,
,Riverside,"17,568","29,414"
,San Diego,"60,179","77,192"
District Totals,,"77,747","106,606"
,Percent,42.2%,57.8%
,,,
State Assembly District 76,,,
,San Diego,"103,949","90,327"
District Totals,,"103,949","90,327"
,Percent,53.5%,46.5%
,,,
State Assembly District 77,,,
,San Diego,"111,694","106,698"
District Totals,,"111,694","106,698"
,Percent,51.1%,48.9%
,,,
State Assembly District 78,,,
,San Diego,"141,277","78,574"
District Totals,,"141,277","78,574"
,Percent,64.3%,35.7%
,,,
State Assembly District 79,,,
,San Diego,"96,576","83,971"
District Totals,,"96,576","83,971"
,Percent,53.5%,46.5%
,,,
State Assembly District 80,,,
,San Diego,"79,618","61,632"
District Totals,,"79,618","61,632"
,Percent,56.4%,43.6%
