District Totals,,"22,516","36,338"
,Percent,38.3%,61.7%
,,,
Assembly District 62,,,
,Los Angeles,"27,134","44,066"
District Totals,,"27,134","44,066"
,Percent,38.1%,61.9%
,,,
Assembly District 63,,,
,Los Angeles,"16,174","25,201"
District Totals,,"16,174","25,201"
,Percent,39.1%,60.9%
,,,
Assembly District 64,,,
,Los Angeles,"16,511","31,068"
District Totals,,"16,511","31,068"
,Percent,34.7%,65.3%
,,,
Assembly District 65,,,
,Orange,"27,378","47,523"
District Totals,,"27,378","47,523"
,Percent,36.6%,63.4%
,,,
Assembly District 66,,,
,Los Angeles,"39,282","64,245"
District Totals,,"39,282","64,245"
,Percent,37.9%,62.1%
,,,
Assembly District 67,,,
,Riverside,"29,145","50,078"
District Totals,,"29,145","50,078"
,Percent,36.8%,63.2%
,,,
Assembly District 68,,,
,Orange,"34,752","62,769"
District Totals,,"34,752","62,769"
,Percent,35.6%,64.4%
,,,
Assembly District 69,,,
,Orange,"18,588","28,625"
District Totals,,"18,588","28,625"
,Percent,39.4%,60.6%
,,,
Assembly District 70,,,
,Los Angeles,"31,052","43,918"
District Totals,,"31,052","43,918"
,Percent,41.4%,58.6%
,,,
Assembly District 71,,,
,Riverside,"3,277","6,137"
,San Diego,"29,862","62,199"
District Totals,,"33,139","68,336"
,Percent,32.7%,67.3%
,,,
Assembly District 72,,,
,Orange,"38,473","61,765"
District Totals,,"38,473","61,765"
,Percent,38.4%,61.6%
,,,
Assembly District 73,,,
,Orange,"40,650","72,005"
District Totals,,"40,650","72,005"
,Percent,36.1%,63.9%
,,,
Assembly District 74,,,
,Orange,"41,063","71,497"
District Totals,,"41,063","71,497"
,Percent,36.5%,63.5%
,,,
Assembly District 75,,,
,Riverside,"7,643","13,732"
,San Diego,"26,747","48,552"
District Totals,,"34,390","62,284"
,Percent,35.6%,64.4%
,,,
Assembly District 76,,,
,San Diego,"39,497","58,599"
District Totals,,"39,497","58,599"
,Percent,40.3%,59.7%
,,,
Assembly District 77,,,
,San Diego,"50,423","75,281"
District Totals,,"50,423","75,281"
,Percent,40.1%,59.9%
,,,
Assembly District 78,,,
,San Diego,"52,500","61,569"
District Totals,,"52,500","61,569"
,Percent,46.0%,54.0%
,,,
Assembly District 79,,,
,San Diego,"34,461","47,508"
District Totals,,"34,461","47,508"
,Percent,42.0%,58.0%
,,,
Assembly District 80,,,
,San Diego,"23,056","30,855"
District Totals,,"23,056","30,855"
,Percent,42.8%,57.2%
